Conjunto,Clase,Ruta
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-293.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-157.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-112.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-121.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-254.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-12.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-122.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-297.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-126.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-18.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-54.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-2.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-115.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-271.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-298.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-98.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-71.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-163.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-333.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-73.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-148.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-290.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-56.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-294.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-259.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-19.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-120.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-312.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-189.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-273.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-180.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-94.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-340.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-103.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-165.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-219.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-143.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-43.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-149.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-147.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-125.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-210.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-138.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-204.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-241.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-100.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-251.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-114.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-179.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-245.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-105.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-234.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-35.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-150.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-178.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-305.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-39.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-188.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-11.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-28.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-158.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-232.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-299.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-160.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-66.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-183.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-61.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-128.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-235.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-255.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-107.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-268.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-341.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-4.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-231.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-40.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-209.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-83.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-222.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-240.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-86.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-256.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-162.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-22.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-313.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-109.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-88.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-207.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-282.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-275.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-300.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-307.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-272.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-135.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-104.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-129.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-296.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-258.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-261.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-14.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-176.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-142.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-95.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-278.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-269.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-53.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-69.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-76.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-198.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-302.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-315.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-62.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-317.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-322.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-10.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-239.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-78.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-131.png
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-90.jpg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-238.jpeg
train_final,COVID-19,./data/covid-chest-xray/COVID-19/COVID-19-279.png
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-445.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-357.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-851.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-822.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-460.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-434.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-202.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-958.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-618.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-282.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-644.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-600.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-264.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-727.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-806.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-605.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-122.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-977.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-769.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-523.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-968.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-751.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-291.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-501.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-833.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-367.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-865.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-737.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-161.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-853.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-880.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-831.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-970.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-475.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-719.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-559.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-226.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-682.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-378.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-320.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-330.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-705.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-24.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-758.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-489.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-826.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-446.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-166.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-511.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-65.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-54.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-635.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-468.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-591.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-565.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-947.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-90.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-736.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-484.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-6.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-131.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-827.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-43.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-745.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-923.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-847.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-593.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-646.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-687.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-177.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-199.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-807.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-327.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-704.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-710.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-425.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-251.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-695.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-663.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-139.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-617.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-693.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-722.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-929.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-467.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-792.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-403.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-832.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-495.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-196.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-107.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-189.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-336.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-302.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-569.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-787.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-577.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-612.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-633.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-732.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-629.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-301.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-509.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-443.jpg
train_final,COVID-19,./data/data_augmentation/COVID-19/augmentated-COVID-19-459.jpg
