Conjunto,Clase,Ruta
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-108.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-109.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-11.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-110.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-111.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-112.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-113.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-114.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-115.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-116.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-117.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-118.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-119.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-12.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-120.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-121.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-122.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-123.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-124.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-125.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-126.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-127.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-128.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-129.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-13.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-130.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-131.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-132.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-133.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-134.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-135.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-136.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-137.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-138.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-139.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-14.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-140.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-141.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-142.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-143.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-144.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-145.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-146.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-147.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-148.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-149.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-15.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-150.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-151.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-152.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-153.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-154.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-155.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-156.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-157.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-158.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-159.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-16.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-160.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-161.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-162.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-163.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-164.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-165.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-166.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-167.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-168.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-169.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-17.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-170.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-171.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-172.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-173.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-174.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-175.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-176.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-177.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-178.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-179.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-18.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-180.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-181.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-182.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-183.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-184.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-185.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-186.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-187.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-188.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-189.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-19.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-190.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-191.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-192.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-193.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-194.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-195.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-196.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-197.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-198.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-199.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-2.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-20.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-200.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-201.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-202.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-203.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-204.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-205.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-206.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-207.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-208.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-209.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-21.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-210.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-211.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-212.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-213.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-214.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-215.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-216.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-217.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-218.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-219.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-22.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-220.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-221.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-222.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-223.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-224.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-225.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-226.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-227.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-228.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-229.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-23.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-230.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-231.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-232.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-233.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-234.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-235.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-236.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-237.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-238.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-239.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-24.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-240.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-241.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-242.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-243.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-244.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-245.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-246.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-247.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-248.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-249.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-25.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-250.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-251.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-252.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-253.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-254.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-255.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-256.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-257.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-258.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-259.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-26.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-260.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-261.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-262.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-263.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-264.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-265.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-266.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-267.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-268.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-269.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-27.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-270.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-271.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-272.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-273.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-274.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-275.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-276.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-277.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-278.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-279.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-28.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-280.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-281.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-282.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-283.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-284.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-285.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-286.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-287.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-288.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-289.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-29.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-290.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-291.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-292.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-293.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-294.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-295.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-296.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-297.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-298.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-299.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-3.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-30.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-300.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-301.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-302.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-303.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-304.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-305.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-306.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-307.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-308.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-309.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-31.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-310.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-311.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-312.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-313.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-314.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-315.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-316.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-317.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-318.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-319.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-32.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-320.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-321.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-322.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-323.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-324.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-325.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-326.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-327.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-328.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-329.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-33.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-330.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-331.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-332.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-333.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-334.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-335.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-336.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-337.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-338.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-339.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-34.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-340.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-341.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-342.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-343.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-344.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-345.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-346.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-347.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-348.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-349.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-35.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-350.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-351.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-352.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-353.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-354.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-355.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-356.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-357.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-358.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-359.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-36.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-360.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-361.jpg
train_final,Bacterial,./data/data_augmentation\Bacterial\augmentated-Bacterial-362.jpg
